,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
0,GEOMETRIC_CENTER,"F R Smith Dr, Burnley VIC 3121, Australia",ChIJmwUu-kBC1moRDY1P9iJRbMk,(Sign 1) F R Smith Dr Burnley  VIC  3121          ,-37.830949,145.025075,1,3121,OK,"establishment,point_of_interest"
1,RANGE_INTERPOLATED,"1 Yarra Blvd, Richmond VIC 3121, Australia",EioxIFlhcnJhIEJsdmQsIFJpY2htb25kIFZJQyAzMTIxLCBBdXN0cmFsaWEiGhIYChQKEglH63LwWkLWahEMGZDkWeMuphAB,(Sign 1) Yarra Bvd Burnley  VIC  3121             ,-37.8221092,145.014683,1,3121,OK,street_address
2,ROOFTOP,"1 Abbott Grove, Clifton Hill VIC 3068, Australia",ChIJry2d8gxD1moRPg1bLTNdm_Y,1 Abbott Gr Clifton Hill  VIC  3068               ,-37.7888664,144.998294,1,3068,OK,street_address
3,ROOFTOP,"1 Abbott St, Abbotsford VIC 3067, Australia",ChIGJG6oHEwVD1moRKjrUvGg8jMI,1 Abbott St Abbotsford  VIC  3067                 ,-37.7970546,144.9960917,2,3067,OK,street_address
4,ROOFTOP,"1 Abinger St, Richmond VIC 3121, Australia",ChIJCWX7U_FC1moR0hcpxmBmW_Y,1 Abinger St Richmond  VIC  3121                  ,-37.8199677,144.9994305,1,3121,OK,street_address
5,ROOFTOP,"1 Adam St, Burnley VIC 3121, Australia",ChIJBYYlhGBC1moR13ihQxqhzs0,1 Adam St Burnley  VIC  3121                      ,-37.828326,145.008203,1,3121,OK,street_address
6,ROOFTOP,"1 Bach Ln, Fitzroy VIC 3065, Australia",ChIJfSmiddlC1moRCmIZN2vRgm4,1 Bach Lane Fitzroy  VIC  3065                    ,-37.801608,144.97492,1,3065,OK,street_address
7,ROOFTOP,"1 Bainbridge Pl, Fitzroy North VIC 3068, Australia",ChIJJwo5ISND1moRwD5bsnoYSGE,1 Bainbridge Pl Fitzroy North  VIC  3068          ,-37.7913053,144.9801957,1,3068,OK,street_address
8,ROOFTOP,"1 Balmain St, Cremorne VIC 3121, Australia",ChIJt6mX-pBC1moRnRPonvCoInQ,1 Balmain St Cremorne  VIC  3121                  ,-37.829644,144.990863,1,3121,OK,street_address
9,ROOFTOP,"1 Barkly Ave, Richmond VIC 3121, Australia",ChIJ05oFBIxC1moRTTi1fv2YCVI,1 Barkly Ave Richmond  VIC  3121                  ,-37.829275,144.99936,1,3121,OK,street_address
10,ROOFTOP,"1 Barkly St, Fitzroy North VIC 3068, Australia",ChIJJZEZIkFD1moRrlqqX7VPqHw,1 Barkly St Fitzroy North  VIC  3068              ,-37.777948,144.979014,1,3068,OK,street_address
11,ROOFTOP,"1 Bath St, Abbotsford VIC 3067, Australia",ChIJUWvpSARD1moRK-QHub-wuGU,1 Bath St Abbotsford  VIC  3067                   ,-37.799253,144.998081,1,3067,OK,street_address
12,ROOFTOP,"1 Bedford St, Collingwood VIC 3066, Australia",ChIJiw0aox9D1moRJyLUSr499rg,1 Bedford St Collingwood  VIC  3066               ,-37.799424,144.984845,1,3066,OK,street_address
13,ROOFTOP,"1 Berry St, Richmond VIC 3121, Australia",ChIJYb2BcPFC1moRL8G47HvxhXo,1 Berry St Richmond  VIC  3121                    ,-37.81906,144.997501,1,3121,OK,street_address
14,ROOFTOP,"1 Bliss St, Richmond VIC 3121, Australia",ChIJb7OiHV9C1moRVxrt-KgdQqI,1 Bliss St Richmond  VIC  3121                    ,-37.8247076,145.0079143,1,3121,OK,street_address
15,ROOFTOP,"1 Botherambo St, Richmond VIC 3121, Australia",ChIJx9cyTO1C1moRP9ZV8Sk_eZ8,1 Botherambo St Richmond  VIC  3121               ,-37.8226166,144.9933482,1,3121,OK,premise
16,ROOFTOP,"1 Brougham St, Richmond VIC 3121, Australia",ChIJ_2c38_NC1moRbtuwOcq8Xxo,1 Brougham St Richmond  VIC  3121                 ,-37.821397,144.999255,1,3121,OK,street_address
17,ROOFTOP,"1 Caroline St, Clifton Hill VIC 3068, Australia",ChIJyaaqRAxD1moRBgFc8CbkBMc,1 Caroline St Clifton Hill  VIC  3068             ,-37.789871,144.998028,1,3068,OK,street_address
18,ROOFTOP,"1 Chestnut St, Cremorne VIC 3121, Australia",ChIJld9Uo41C1moRcjcHcjDrEkw,1 Chestnut St Cremorne  VIC  3121                 ,-37.826639,144.995898,1,3121,OK,street_address
19,ROOFTOP,"1 Church St, Abbotsford VIC 3067, Australia",ChIJDadPt_5C1moRKZaMA3MRO2U,1 Church St Abbotsford  VIC  3067                 ,-37.8100968,145.0005189,1,3067,OK,street_address
20,ROOFTOP,"1 Cole St, Richmond VIC 3121, Australia",ChIJY6WG91VC1moRZzOlT6id4ek,1 Cole St Richmond  VIC  3121                     ,-37.812408,145.005371,1,3121,OK,street_address
21,ROOFTOP,"1 Como St, Alphington VIC 3078, Australia",ChIJI959H_ZD1moRgWSjxU4s-To,1 Como St Alphington  VIC  3078                   ,-37.7804935,145.0341149,1,3078,OK,street_address
22,ROOFTOP,"1 Darlington Parade, Richmond VIC 3121, Australia",ChIJO0d-tfNC1moR_hvAywfeElg,1 Darlington Pde Richmond  VIC  3121              ,-37.820653,144.9971356,1,3121,OK,premise
23,ROOFTOP,"1 Dight St, Collingwood VIC 3066, Australia",ChIJXy3ujeFC1moR0bHLlvtk-Ek,1 Dight St Collingwood  VIC  3066                 ,-37.803788,144.988145,1,3066,OK,street_address
24,ROOFTOP,"1 Durham St, Richmond VIC 3121, Australia",ChIJ13aJKY9C1moRXtZvyZNapuo,1 Durham St Richmond  VIC  3121                   ,-37.8319966,144.9993737,1,3121,OK,premise
25,ROOFTOP,"1 Elliot St, Fitzroy VIC 3065, Australia",ChIJ63BoPCBD1moRqoUexyM3GkI,1 Elliott St Fitzroy  VIC  3065                   ,-37.799021,144.9822927,1,3065,OK,street_address
26,ROOFTOP,"1 Elm Grove, Richmond VIC 3121, Australia",ChIJge5-T_NC1moRkiU0rawAq7o,1 Elm Gr Richmond  VIC  3121                      ,-37.824283,144.998859,1,3121,OK,street_address
27,ROOFTOP,"1 Fairfield Park Dr, Fairfield VIC 3078, Australia",ChIJ-byKoZtD1moR9LYMeMV_uZY,1 Fairfield Park Dr Fairfield  VIC  3078          ,-37.7844976,145.0122422,1,3078,OK,street_address
28,ROOFTOP,"1 Foulkes St, Alphington VIC 3078, Australia",ChIJEQIy3_VD1moRkFk0FkUzKNs,1 Foulkes St Alphington  VIC  3078                ,-37.781434,145.03266,1,3078,OK,street_address
29,ROOFTOP,"1 Francis St, Richmond VIC 3121, Australia",ChIJWcxXVvZC1moRRqNHjo7gGq8,1 Francis St Richmond  VIC  3121                  ,-37.8193822,145.0026162,1,3121,OK,street_address
30,ROOFTOP,"1 Gough Pl, Cremorne VIC 3121, Australia",ChIJx-wT1ZBC1moRdW_67uwGRN8,1 Gough Pl Cremorne  VIC  3121                    ,-37.828393,144.988818,1,3121,OK,street_address
31,ROOFTOP,"1 Grant St, Fitzroy North VIC 3068, Australia",ChIJucVFuhdD1moR27iHw0MWcow,1 Grant St Fitzroy North  VIC  3068               ,-37.790352,144.985046,1,3068,OK,street_address
32,ROOFTOP,"1 Greeves St, Fitzroy VIC 3065, Australia",ChIJmYiqv9hC1moRdHcZadqEmmo,1 Greeves St Fitzroy  VIC  3065                   ,-37.799506,144.976518,1,3065,OK,street_address
33,ROOFTOP,"1 Groom St, Clifton Hill VIC 3068, Australia",ChIJkwaNFg9D1moRuRgOYRVeIOU,1 Groom St Clifton Hill  VIC  3068                ,-37.79491,144.99813,1,3068,OK,street_address
34,ROOFTOP,"1 Hall St, Clifton Hill VIC 3068, Australia",ChIJ76OKbQtD1moRazTZBW3aIx0,1 Hall St Clifton Hill  VIC  3068                 ,-37.7897698,145.0008629,1,3068,OK,street_address
35,ROOFTOP,"1 Hargreaves St, Fitzroy VIC 3065, Australia",ChIJP72xAOBC1moRvkR5QeUD75I,1 Hargreaves St Fitzroy  VIC  3065                ,-37.800996,144.983236,1,3065,OK,street_address
36,ROOFTOP,"1 Heidelberg Rd, Clifton Hill VIC 3068, Australia",ChIJh977ng1D1moRopV0ZvMx72E,1 Heidelberg Rd Clifton Hill  VIC  3068           ,-37.7871139,144.9960946,1,3068,OK,street_address
37,ROOFTOP,"1 Henry St, Fitzroy VIC 3065, Australia",ChIJCV0PDSdD1moRBSdwgo_R_v8,1 Henry St Fitzroy  VIC  3065                     ,-37.796821,144.975513,1,3065,OK,street_address
38,ROOFTOP,"1 Hill St, Cremorne VIC 3121, Australia",ChIJ8Tu7xI1C1moROAbOEApOzIM,1 Hill St Cremorne  VIC  3121                     ,-37.827887,144.996183,1,3121,OK,street_address
39,ROOFTOP,"1 Hodgkinson St, Clifton Hill VIC 3068, Australia",ChIJkygCgRdD1moR7o2ezoEo_u8,1 Hodgkinson St Clifton Hill  VIC  3068           ,-37.792104,144.98576,1,3068,OK,street_address
40,ROOFTOP,"1 Hunter St, Abbotsford VIC 3067, Australia",ChIJzf8UugND1moRtYz8eSpk5Xo,1 Hunter St Abbotsford  VIC  3067                 ,-37.802738,144.997942,1,3067,OK,street_address
41,ROOFTOP,"1 Jackson St, Richmond VIC 3121, Australia",ChIJmwDC2VtC1moRmaCiF1Y8PjU,1 Jackson St Richmond  VIC  3121                  ,-37.8225175,145.0110975,1,3121,OK,street_address
42,ROOFTOP,"1 Jamieson St, Fitzroy North VIC 3068, Australia",ChIJaysM_hdD1moR1acnONHoRdg,1 Jamieson St Fitzroy North  VIC  3068            ,-37.791156,144.983229,1,3068,OK,street_address
43,ROOFTOP,"1 King St, Richmond VIC 3121, Australia",ChIJ5yt2SZNC1moRi6rRBQsMGcY,1 King St Richmond  VIC  3121                     ,-37.822027,144.989916,1,3121,OK,premise
44,ROOFTOP,"1 Little Lesney St, Richmond VIC 3121, Australia",ChIJ7Rd-jYxC1moRStr0wIOmMmc,1 Little Lesney St Richmond  VIC  3121            ,-37.8263536,144.9985436,1,3121,OK,street_address
45,ROOFTOP,"1 Little Wellington St, Collingwood VIC 3066, Australia",ChIJxdan1B9D1moRxNiQcN0dUkI,1 Little Wellington St Collingwood  VIC  3066     ,-37.8013611,144.9859234,1,3066,OK,street_address
46,ROOFTOP,"1 Liverpool St, Fitzroy North VIC 3068, Australia",ChIJmRALWz9D1moRdUqyXxZNKA0,1 Liverpool St Fitzroy North  VIC  3068           ,-37.780996,144.978613,1,3068,OK,street_address
47,ROOFTOP,"1 Loughnan St, Richmond VIC 3121, Australia",ChIJid5s3uxC1moRMkm5iC8VhGw,1 Loughnan St Richmond  VIC  3121                 ,-37.8210252,144.9912394,1,3121,OK,premise
48,ROOFTOP,"1 Malleson St, Richmond VIC 3121, Australia",ChIJS8-5cfRC1moR30cLAMV_3T4,1 Malleson St Richmond  VIC  3121                 ,-37.822181,145.000336,1,3121,OK,street_address
49,ROOFTOP,"1 Manton St, Richmond VIC 3121, Australia",ChIJgamD1l5C1moR3WfEpepXVL8,1 Manton St Richmond  VIC  3121                   ,-37.8235285,145.0081976,1,3121,OK,premise
50,ROOFTOP,"1 Marine Parade, Abbotsford VIC 3067, Australia",ChIJLft3UwJD1moR7DG5fWScw08,1 Marine Pde Abbotsford  VIC  3067                ,-37.8031713,144.997408,1,3067,OK,street_address
51,ROOFTOP,"1 Mayfield St, Abbotsford VIC 3067, Australia",ChIJddUcev5C1moRcWDx66K3lmA,1 Mayfield St Abbotsford  VIC  3067               ,-37.8082184,145.0000753,1,3067,OK,street_address
52,ROOFTOP,"1 McKay St, Richmond VIC 3121, Australia",ChIJYc3taf9C1moRi8GutmG9HqE,1 McKay St Richmond  VIC  3121                    ,-37.8113219,145.0042806,1,3121,OK,premise
53,ROOFTOP,"1 Miles St, Richmond VIC 3121, Australia",ChIJ1U7_pe1C1moR2F89NoU3Fcw,1 Miles St Richmond  VIC  3121                    ,-37.8198092,144.9921687,1,3121,OK,street_address
54,ROOFTOP,"1 Miller St, Richmond VIC 3121, Australia",ChIJ42o55-xC1moRMqUtERXGHjY,1 Miller St Richmond  VIC  3121                   ,-37.8208208,144.9910673,1,3121,OK,premise
55,ROOFTOP,"1 Moorhouse St, Richmond VIC 3121, Australia",ChIJB5BhiO5C1moR5vLm-Oan_oU,1 Moorhouse St Richmond  VIC  3121                ,-37.816836,144.991245,1,3121,OK,street_address
56,ROOFTOP,"1 Myrtle St, Clifton Hill VIC 3068, Australia",ChIJCS7cYQ5D1moRNUwaBK26hcg,1 Myrtle St Clifton Hill  VIC  3068               ,-37.79232,144.996872,1,3068,OK,street_address
57,ROOFTOP,"1 Newlands St, Richmond VIC 3121, Australia",ChIJ78P3uPlC1moROABeCIVJcrE,1 Newlands St Richmond  VIC  3121                 ,-37.815048,145.00163,1,3121,OK,street_address
58,ROOFTOP,"1 Newry St, Fitzroy North VIC 3068, Australia",ChIJDXFzuyRD1moRZmoPY1pMXGs,1 Newry St Fitzroy North  VIC  3068               ,-37.7901026,144.9768652,1,3068,OK,street_address
59,ROOFTOP,"1 Noone St, Clifton Hill VIC 3068, Australia",ChIJ05vgABpD1moR0Yfrcol-V_M,1 Noone St Clifton Hill  VIC  3068                ,-37.79334,144.988997,1,3068,OK,street_address
60,ROOFTOP,"1 North Terrace, Clifton Hill VIC 3068, Australia",ChIJ-5s4fxFD1moRk8HK3nzXYqQ,1 North Tce Clifton Hill  VIC  3068               ,-37.7897246,144.9914115,1,3068,OK,premise
61,ROOFTOP,"1 Oconnell St, Richmond VIC 3121, Australia",ChIJwYsTGlpC1moR3Vx9gkzU5Pk,1 O'Connell St Richmond  VIC  3121                ,-37.820505,145.0114582,1,3121,OK,street_address
62,ROOFTOP,"1 Page St, Clifton Hill VIC 3068, Australia",ChIJs_-EyRBD1moRPE44eFkuprA,1 Page St Clifton Hill  VIC  3068                 ,-37.792008,144.989101,1,3068,OK,street_address
63,ROOFTOP,"1 Palmer St, Richmond VIC 3121, Australia",ChIJgwqNkfdC1moRXT9oEdUr_98,1 Palmer St Richmond  VIC  3121                   ,-37.8176484,145.0036134,1,3121,OK,premise
64,ROOFTOP,"1 Panther Pl, Fairfield VIC 3078, Australia",ChIJ36QV8ppD1moRNq2MWwAIziE,1 Panther Pl Fairfield  VIC  3078                 ,-37.784829,145.014311,1,3078,OK,street_address
65,ROOFTOP,"1 Park Dr, Clifton Hill VIC 3068, Australia",ChIJz-MTTnVD1moR_nI-TQCTQPk,1 Park Dr Clifton Hill  VIC  3068                 ,-37.788902,145.004487,1,3068,OK,street_address
66,ROOFTOP,"1 Park Pl, Fitzroy North VIC 3068, Australia",ChIJv1ZDIRRD1moRIJjhSJlvKJ4,1 Park Pl Fitzroy North  VIC  3068                ,-37.7876669,144.9867749,1,3068,OK,street_address
67,ROOFTOP,"1 Parslow St, Clifton Hill VIC 3068, Australia",ChIJTwz-zQ9D1moR9meV54gASi0,1 Parslow St Clifton Hill  VIC  3068              ,-37.7932839,144.9949622,1,3068,OK,premise
68,ROOFTOP,"1 Raphael St, Abbotsford VIC 3067, Australia",ChIJvSOUOeNC1moR3Aw75eaP_BA,1 Raphael St Abbotsford  VIC  3067                ,-37.8074755,144.9934773,1,3067,OK,premise
69,ROOFTOP,"1 Rogers St, Richmond VIC 3121, Australia",ChIJzV_fce1C1moRRAP5aZCykDM,1 Rogers St Richmond  VIC  3121                   ,-37.821079,144.993299,1,3121,OK,street_address
70,ROOFTOP,"1 Salisbury St, Richmond VIC 3121, Australia",ChIJmcXxLvpC1moRzbqMCHnaM6M,1 Salisbury St Richmond  VIC  3121                ,-37.8135823,144.9992661,1,3121,OK,premise
71,ROOFTOP,"1 Sheedy St, Richmond VIC 3121, Australia",ChIJMwVwX_ZC1moRUgOsl3vT6UM,1 Sheedy St Richmond  VIC  3121                   ,-37.819966,145.002543,1,3121,OK,street_address
72,ROOFTOP,"1 Sherwood St, Richmond VIC 3121, Australia",ChIJlw_rOOxC1moRfmvyjBIqVjM,1 Sherwood St Richmond  VIC  3121                 ,-37.818365,144.990544,1,3121,OK,street_address
73,ROOFTOP,"Sambell Lodge, 1 South Terrace, Clifton Hill VIC 3068, Australia",ChIJJW2w7xBD1moR_96NRKBxi8Q,1 South Tce Clifton Hill  VIC  3068               ,-37.7921908,144.9908227,1,3068,OK,street_address
74,ROOFTOP,"1 St Heliers St, Abbotsford VIC 3067, Australia",ChIJzTUkKgFD1moRzgEbzmh1aq4,1 St Heliers St Abbotsford  VIC  3067             ,-37.8030613,145.0047897,1,3067,OK,street_address
75,ROOFTOP,"1 Tanner St, Richmond VIC 3121, Australia",ChIJed7wQZNC1moRJAp4lxSTMbY,1 Tanner St Richmond  VIC  3121                   ,-37.8227807,144.9897727,1,3121,OK,street_address
76,ROOFTOP,"1 The Crofts, Richmond VIC 3121, Australia",ChIJZXyC9exC1moRkMNdrRkOIn0,1 The Crofts Richmond  VIC  3121                  ,-37.819514,144.990286,1,3121,OK,street_address
77,ROOFTOP,"1 The Vaucluse, Richmond VIC 3121, Australia",ChIJAQULXfJC1moRsp7k3flabRY,1 The Vaucluse Richmond  VIC  3121                ,-37.8208677,144.9957025,1,3121,OK,street_address
78,ROOFTOP,"1 Thomas St, Richmond VIC 3121, Australia",ChIJjdvHXfBC1moRdY8GCMwPqEw,1 Thomas St Richmond  VIC  3121                   ,-37.8158786,144.9966192,1,3121,OK,premise
79,ROOFTOP,"1 Thompson St, Abbotsford VIC 3067, Australia",ChIJkxMgG_9C1moRIT0wSzB00nc,1 Thompson St Abbotsford  VIC  3067               ,-37.810432,145.003095,1,3067,OK,street_address
80,ROOFTOP,"1 Trenerry Cres, Abbotsford VIC 3067, Australia",ChIJ4UfzJwRD1moRoQy4a-uSbq8,1 Trenerry Cres Abbotsford  VIC  3067             ,-37.799977,144.999822,1,3067,OK,street_address
81,ROOFTOP,"1 View St, Alphington VIC 3078, Australia",ChIJTwP5UvJD1moRJaorAuyxU2M,1 View St Alphington  VIC  3078                   ,-37.7862375,145.0303541,1,3078,OK,street_address
82,ROOFTOP,"1 Waltham St, Richmond VIC 3121, Australia",ChIJVUI_d_FC1moRw2MShSLEis0,1 Waltham St Richmond  VIC  3121                  ,-37.818839,144.9972,1,3121,OK,street_address
83,ROOFTOP,"1 Wangaratta St, Richmond VIC 3121, Australia",ChIJMbBXSu1C1moRtyjyWHBkOdo,1 Wangaratta St Richmond  VIC  3121               ,-37.822569,144.992895,1,3121,OK,street_address
84,ROOFTOP,"1 Wertheim St, Richmond VIC 3121, Australia",ChIJk4gHV1lC1moR7Kpa7KDui4U,1 Wertheim St Richmond  VIC  3121                 ,-37.8235501,145.0105221,1,3121,OK,premise
85,ROOFTOP,"1 Westbank Terrace, Richmond VIC 3121, Australia",ChIJEUcwflpC1moRwaLd2NLI2Bs,1 Westbank Tce Richmond  VIC  3121                ,-37.8205285,145.0133889,1,3121,OK,street_address
86,ROOFTOP,"1 William St, Abbotsford VIC 3067, Australia",ChIJr4PJgPxC1moRVsxMXV3xvI8,1 William St Abbotsford  VIC  3067                ,-37.809779,144.997002,1,3067,OK,street_address
87,ROOFTOP,"1 Wiltshire St, Richmond VIC 3121, Australia",ChIJpyBUl4xC1moRVqMj7-HCO4s,1 Wiltshire St Richmond  VIC  3121                ,-37.8262228,144.9990294,1,3121,OK,premise
88,ROOFTOP,"1 Woodhead St, Fitzroy North VIC 3068, Australia",ChIJa5dm4xRD1moRPB_WPIYzACk,1 Woodhead St Fitzroy North  VIC  3068            ,-37.784761,144.986413,1,3068,OK,street_address
89,ROOFTOP,"1 Woodlawn St, Richmond VIC 3121, Australia",ChIJeXOMLO1C1moRt1b3qYqUuro,1 Woodlawn St Richmond  VIC  3121                 ,-37.822236,144.991882,1,3121,OK,street_address
90,ROOFTOP,"1 Yarra Bank Ct, Abbotsford VIC 3067, Australia",ChIJA-39cgJD1moR-IARhlY-SZU,1 Yarra Bank Ct Abbotsford  VIC  3067             ,-37.8054033,144.9982641,1,3067,OK,street_address
91,ROOFTOP,"1-13 Victoria Parade, Collingwood VIC 3066, Australia",ChIJvTVwYd1C1moRN_6rSuPcySQ,1-13 Victoria Pde Collingwood  VIC  3066          ,-37.8085846,144.9830033,1,3066,OK,street_address
92,ROOFTOP,"1-15 Russell St, Abbotsford VIC 3067, Australia",ChIJdxYgFuNC1moRcZVG27GIfmw,1-15 Russell St Abbotsford  VIC  3067             ,-37.807131,144.9928484,1,3067,OK,street_address
93,ROOFTOP,"1-17 Stafford St, Abbotsford VIC 3067, Australia",ChIJIef6txxD1moRm1RHYC2EVbU,1-17 Stafford St Abbotsford  VIC  3067            ,-37.800709,144.9935789,1,3067,OK,street_address
94,RANGE_INTERPOLATED,"119 Hoddle St, Collingwood VIC 3066, Australia",Ei4xMTkgSG9kZGxlIFN0LCBDb2xsaW5nd29vZCBWSUMgMzA2NiwgQXVzdHJhbGlhIhoSGAoUChIJydU-kuJC1moRBybqu6FyqDAQdw,1-19 Hoddle St Collingwood  VIC  3066             ,-37.8047565,144.9922645,1,3066,OK,street_address
95,ROOFTOP,"1-21 Robert St, Collingwood VIC 3066, Australia",ChIJaUuAN-FC1moRLHTT8q4gwy8,1-21 Robert St Collingwood  VIC  3066             ,-37.806169,144.987179,1,3066,OK,street_address
96,ROOFTOP,"1-3 Harcourt Parade, Cremorne VIC 3121, Australia",ChIJn0bRM5dC1moR-6ZNrKewdvk,1-3 Harcourt Pde Cremorne  VIC  3121              ,-37.8289347,144.9884027,1,3121,OK,street_address
97,ROOFTOP,"1-3 Newton St, Cremorne VIC 3121, Australia",ChIJvfvcwI9C1moRHW5OcOdBeG4,1-3 Newton St Cremorne  VIC  3121                 ,-37.8315192,144.9954697,1,3121,OK,street_address
98,ROOFTOP,"1 Peel St, Collingwood VIC 3066, Australia",ChIJm3RcruBC1moRB6Abd-QwLkM,1-3 Peel St Collingwood  VIC  3066                ,-37.805201,144.9837572,1,3066,OK,street_address
99,ROOFTOP,"1-3 Railway Pl, Cremorne VIC 3121, Australia",ChIJ4f5Tno1C1moRYt6-Ir1Ij7M,1-3 Railway Pl Cremorne  VIC  3121                ,-37.826018,144.995415,1,3121,OK,street_address
100,ROOFTOP,"1-3 Rex Ave, Alphington VIC 3078, Australia",ChIJxWViC41D1moR3ruWt8WqomM,1-3 Rex Ave Alphington  VIC  3078                 ,-37.7855394,145.0248755,1,3078,OK,street_address
101,ROOFTOP,"1-3 Studley St, Abbotsford VIC 3067, Australia",ChIJf-3q2hxD1moRf45UgG_p-QQ,1-3 Studley St Abbotsford  VIC  3067              ,-37.8013556,144.9934478,1,3067,OK,street_address
102,ROOFTOP,"1-35 Wellington St, Collingwood VIC 3066, Australia",ChIJ728DBOdC1moRiIu-4E-rRNU,1-35 Wellington St Collingwood  VIC  3066         ,-37.8082329,144.9855881,1,3066,OK,street_address
103,RANGE_INTERPOLATED,"1 Rooney St, Richmond VIC 3121, Australia",EikxIFJvb25leSBTdCwgUmljaG1vbmQgVklDIDMxMjEsIEF1c3RyYWxpYSIaEhgKFAoSCZkHuumKQtZqEUDlYex0VgQTEAE,1-5 Rooney St Richmond  VIC  3121                 ,-37.8276881,145.0036363,1,3121,OK,street_address
104,ROOFTOP,"1-7 Emma St, Collingwood VIC 3066, Australia",ChIJdRp-0RhD1moRyQ8OaOVoSAc,1-7 Emma St Collingwood  VIC  3066                ,-37.796524,144.985469,1,3066,OK,street_address
105,ROOFTOP,"1-7 S Audley St, Abbotsford VIC 3067, Australia",ChIJC8ZYdP9C1moR4Mx88OE-PEc,1-7 South Audley St Abbotsford  VIC  3067         ,-37.8103725,145.0039579,1,3067,OK,street_address
106,ROOFTOP,"1-9 Hoddle St, Richmond VIC 3121, Australia",ChIJU3hw9-RC1moRpVuL7VyWDkU,1-9 Hoddle St Richmond  VIC  3121                 ,-37.8099874,144.9916827,1,3121,OK,street_address
107,ROOFTOP,"1-9 Lithgow St, Abbotsford VIC 3067, Australia",ChIJ5y2ebfxC1moRaHWWmF8thBA,1-9 Lithgow St Abbotsford  VIC  3067              ,-37.8098317,144.9981877,1,3067,OK,street_address
108,ROOFTOP,"1 Little George St, Fitzroy VIC 3065, Australia",ChIJHyqM6NxC1moRNnLGZol-mcI,1-9 Little George St Fitzroy  VIC  3065           ,-37.8075358,144.9796956,1,3065,OK,premise
109,ROOFTOP,"Unit 1/1-7 Amsterdam St, Richmond VIC 3121, Australia",ChIJc--G-45C1moRY8gV4Cnw79Y,1/1-7 Amsterdam St Richmond  VIC  3121            ,-37.8309568,144.9974727,1,3121,OK,street_address
110,RANGE_INTERPOLATED,"110 Palmer St, Richmond VIC 3121, Australia",EisxMTAgUGFsbWVyIFN0LCBSaWNobW9uZCBWSUMgMzEyMSwgQXVzdHJhbGlhIhoSGAoUChIJXbpu4FlC1moRkP7Ua6Q5BpAQbg,1/10 Palmer St Richmond  VIC  3121                ,-37.8190817,145.0096218,2,3121,OK,street_address
111,ROOFTOP,"1/104 Langridge St, Collingwood VIC 3066, Australia",EjQxLCAxMDQgTGFuZ3JpZGdlIFN0LCBDb2xsaW5nd29vZCBWSUMgMzA2NiwgQXVzdHJhbGlhIh0aGwoWChQKEgkBm-RZ4ULWahEJ4xsL1YBZrxIBMQ,1/104 Langridge St Collingwood  VIC  3066         ,-37.8066551,144.9883326,1,3066,OK,subpremise
112,ROOFTOP,"1/104 Rowena Parade, Richmond VIC 3121, Australia",EjIxLCAxMDQgUm93ZW5hIFBhcmFkZSwgUmljaG1vbmQgVklDIDMxMjEsIEF1c3RyYWxpYSIdGhsKFgoUChIJzfkvYPJC1moRqC9lLaA2THISATE,1/104 Rowena Pde Richmond  VIC  3121              ,-37.8212042,144.9954786,1,3121,OK,subpremise
113,ROOFTOP,"1/1090-1092 Lygon St, Carlton North VIC 3054, Australia",EjgxLCAxMDkwLTEwOTIgTHlnb24gU3QsIENhcmx0b24gTm9ydGggVklDIDMwNTQsIEF1c3RyYWxpYSIdGhsKFgoUChIJFbteoDdD1moREKWDBkdL8hsSATE,1/1090-1092 Lygon St Carlton North  VIC  3054     ,-37.7800237,144.9706673,1,3054,OK,subpremise
114,ROOFTOP,"1/110-112 Argyle St, Fitzroy VIC 3065, Australia",EjExLCAxMTAtMTEyIEFyZ3lsZSBTdCwgRml0enJveSBWSUMgMzA2NSwgQXVzdHJhbGlhIh0aGwoWChQKEgldyUjoIEPWahEdw2YxpFgU5BIBMQ,1/110-112 Argyle St Fitzroy  VIC  3065            ,-37.7977229,144.9791885,1,3065,OK,subpremise
115,ROOFTOP,"Unit 1/118 Roseneath St, Clifton Hill VIC 3068, Australia",ChIJ_SC-uA5D1moRh2JQADuowPE,1/118 Roseneath St Clifton Hill  VIC  3068        ,-37.7930987,144.9987921,1,3068,OK,street_address
116,ROOFTOP,"1119 Hoddle St, East Melbourne VIC 3002, Australia",ChIJwUf53e5C1moR_tUp1wpSqp8,1/119 Hoddle St Richmond  VIC  3121               ,-37.8150465,144.9900774,2,3002,OK,premise
117,ROOFTOP,"1/121 Arnold St, Princes Hill VIC 3054, Australia",EjIxLCAxMjEgQXJub2xkIFN0LCBQcmluY2VzIEhpbGwgVklDIDMwNTQsIEF1c3RyYWxpYSIdGhsKFgoUChIJcTkGvzND1moRP5aRP6o_MpISATE,1/121 Arnold St Princes Hill  VIC  3054           ,-37.7819275,144.9652062,1,3054,OK,subpremise
118,ROOFTOP,"1/122 Rae St, Fitzroy North VIC 3068, Australia",EjAxLCAxMjIgUmFlIFN0LCBGaXR6cm95IE5vcnRoIFZJQyAzMDY4LCBBdXN0cmFsaWEiHRobChYKFAoSCcspPco8Q9ZqERZ6VBJ_c8eGEgEx,1/122 Rae St Fitzroy North  VIC  3068             ,-37.789748,144.9791039,1,3068,OK,subpremise
