,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
752,ROOFTOP,"118-120 Napier St, Fitzroy VIC 3065, Australia",ChIJv11HL9xC1moReUY-fY40q0A,118-120 Napier St Fitzroy  VIC  3065              ,-37.8046016,144.9798552,1,3065,OK,street_address
753,ROOFTOP,"119 Alfred Cres, Fitzroy North VIC 3068, Australia",ChIJ-8vrRBZD1moR8EHiWMdMawk,119 Alfred Cres Fitzroy North  VIC  3068          ,-37.788875,144.985084,1,3068,OK,street_address
754,ROOFTOP,"119 Charles St, Abbotsford VIC 3067, Australia",ChIJw_gepAJD1moRdXOEBf50o2c,119 Charles St Abbotsford  VIC  3067              ,-37.804486,144.995248,1,3067,OK,street_address
755,ROOFTOP,"119 Clauscen St, Fitzroy North VIC 3068, Australia",ChIJM33F9GlD1moRojIrRPDTlww,119 Clauscen St Fitzroy North  VIC  3068          ,-37.777751,144.9845202,1,3068,OK,street_address
756,ROOFTOP,"119 Curtain St, Carlton North VIC 3054, Australia",ChIJK9-Pri9D1moR5GjR9Xhns90,119 Curtain St Carlton North  VIC  3054           ,-37.788757,144.969828,1,3054,OK,street_address
757,ROOFTOP,"119 Hoddle St, Richmond VIC 3121, Australia",ChIJaVfsDO9C1moR2yrTsW-Y1EE,119 Hoddle St Richmond  VIC  3121                 ,-37.813964,144.990868,1,3121,OK,street_address
758,ROOFTOP,"119 Kent St, Richmond VIC 3121, Australia",ChIJm983gvhC1moRV1RT5DrBEKA,119 Kent St Richmond  VIC  3121                   ,-37.814855,145.005112,1,3121,OK,street_address
759,ROOFTOP,"119 Moor St, Fitzroy VIC 3065, Australia",ChIJLySGIN9C1moRt-YVUwnLhJo,119 Moor St Fitzroy  VIC  3065                    ,-37.801566,144.978892,1,3065,OK,street_address
760,ROOFTOP,"119 Noone St, Clifton Hill VIC 3068, Australia",ChIJGQJSBA9D1moREFXSupZipkQ,119 Noone St Clifton Hill  VIC  3068              ,-37.7942894,144.9974692,1,3068,OK,premise
761,ROOFTOP,"119 Park St, Abbotsford VIC 3067, Australia",ChIJy8qJOgND1moRDOJBReBF4-Q,119 Park St Abbotsford  VIC  3067                 ,-37.801651,144.994961,1,3067,OK,street_address
762,ROOFTOP,"119 Richmond Terrace, Richmond VIC 3121, Australia",ChIJa0N--_JC1moRD0gPOMlFoYM,119 Richmond Tce Richmond  VIC  3121              ,-37.822137,144.996634,1,3121,OK,street_address
763,ROOFTOP,"119 Rose St, Fitzroy VIC 3065, Australia",ChIJN2jKcyFD1moRhYrG8NIc-rw,119 Rose St Fitzroy  VIC  3065                    ,-37.7959467,144.9799556,1,3065,OK,street_address
764,ROOFTOP,"119 Scotchmer St, Fitzroy North VIC 3068, Australia",ChIJCxHU4D9D1moRb4uz9WdxgDw,119 Scotchmer St Fitzroy North  VIC  3068         ,-37.782927,144.9828907,1,3068,OK,premise
765,ROOFTOP,"119 Smith St, Fitzroy VIC 3065, Australia",ChIJXbZp_t1C1moROvtS5FBjCGs,119 Smith St Fitzroy  VIC  3065                   ,-37.8054097,144.9829767,1,3065,OK,street_address
766,ROOFTOP,"12 Abbotsford St, Abbotsford VIC 3067, Australia",ChIJkaHTjQND1moRZH0l_G3-9wk,12 Abbotsford St Abbotsford  VIC  3067            ,-37.8015588,144.9981794,1,3067,OK,premise
767,ROOFTOP,"12 Albert St, Abbotsford VIC 3067, Australia",ChIJUy-MIfxC1moRn_n2q0YJe3k,12 Albert St Abbotsford  VIC  3067                ,-37.80964,144.999425,1,3067,OK,street_address
768,ROOFTOP,"12 Alfred St, Richmond VIC 3121, Australia",ChIJMWEJJ-1C1moR2t74e_OQ880,12 Alfred St Richmond  VIC  3121                  ,-37.8214851,144.9916267,1,3121,OK,premise
769,ROOFTOP,"12 Arnold St, Princes Hill VIC 3054, Australia",ChIJoSSycjJD1moR0x5xubkSeGE,12 Arnold St Princes Hill  VIC  3054              ,-37.7847534,144.9652492,1,3054,OK,premise
770,ROOFTOP,"12 Bath St, Abbotsford VIC 3067, Australia",ChIJx1fDtQVD1moR9AiLPWmYgBg,12 Bath St Abbotsford  VIC  3067                  ,-37.798561,144.998191,1,3067,OK,street_address
771,ROOFTOP,"12 Bennett St, Richmond VIC 3121, Australia",ChIJKwAok1VC1moRITxtHx6hgKU,12 Bennett St Richmond  VIC  3121                 ,-37.811961,145.00611,1,3121,OK,street_address
772,ROOFTOP,"12 Brockenshire St, Clifton Hill VIC 3068, Australia",ChIJMcUJ-AtD1moR1RiLsnwaLKs,12 Brockenshire St Clifton Hill  VIC  3068        ,-37.7917748,144.9997181,1,3068,OK,premise
773,ROOFTOP,"12 Brown St, Collingwood VIC 3066, Australia",ChIJl1Hm9-NC1moRa6qx09squzk,12 Brown St Collingwood  VIC  3066                ,-37.8074933,144.9894869,1,3066,OK,street_address
774,ROOFTOP,"12 Burnley St, Richmond VIC 3121, Australia",ChIJ88qnQFRC1moReDHqVoe3yfo,12 Burnley St Richmond  VIC  3121                 ,-37.812997,145.009085,1,3121,OK,street_address
775,ROOFTOP,"12 Campbell St, Collingwood VIC 3066, Australia",ChIJjfepGOJC1moRiQ7zEL8u17U,12 Campbell St Collingwood  VIC  3066             ,-37.803876,144.989097,1,3066,OK,street_address
776,ROOFTOP,"12 Clifton St, Clifton Hill VIC 3068, Australia",ChIJFcryf3VD1moR8L3cSnkuBOc,12 Clifton St Clifton Hill  VIC  3068             ,-37.787232,145.005298,1,3068,OK,street_address
777,ROOFTOP,"12 Coate Ave, Alphington VIC 3078, Australia",ChIJyUhMsI1D1moRzu8JOAA7VpI,12 Coate Ave Alphington  VIC  3078                ,-37.7846879,145.0238585,1,3078,OK,street_address
778,ROOFTOP,"12 Cooke Ct, Richmond VIC 3121, Australia",ChIJJZ8cVflC1moRxcy5M0rFVig,12 Cooke Ct Richmond  VIC  3121                   ,-37.8111591,144.9996863,1,3121,OK,street_address
779,ROOFTOP,"12 Davis St, Richmond VIC 3121, Australia",ChIJz_uQ9ItC1moRFrhr-k5Qtsc,12 Davis St Richmond  VIC  3121                   ,-37.8286572,145.0000534,1,3121,OK,street_address
780,ROOFTOP,"12 Duke St, Richmond VIC 3121, Australia",ChIJ31Qe6PVC1moRuP056u0v1WI,12 Duke St Richmond  VIC  3121                    ,-37.8224029,145.0038824,1,3121,OK,premise
781,ROOFTOP,"12 Durham St, Richmond VIC 3121, Australia",ChIJY13POo9C1moRzCOHb8pRfQA,12 Durham St Richmond  VIC  3121                  ,-37.832378,144.998993,1,3121,OK,street_address
782,ROOFTOP,"12 Edinburgh St, Richmond VIC 3121, Australia",ChIJcZPqXF9C1moRI2k_yYL0GPQ,12 Edinburgh St Richmond  VIC  3121               ,-37.8233538,145.0058283,1,3121,OK,street_address
783,ROOFTOP,"12 Elm Grove, Richmond VIC 3121, Australia",ChIJRSE5TfNC1moRvE7_i5Arh4Y,12 Elm Gr Richmond  VIC  3121                     ,-37.82461,144.998998,1,3121,OK,street_address
784,ROOFTOP,"12 Eureka St, Richmond VIC 3121, Australia",ChIJYYWvzv5C1moR1HHR3u08iq0,12 Eureka St Richmond  VIC  3121                  ,-37.8112235,145.0014917,1,3121,OK,street_address
785,ROOFTOP,"12 Fenwick St, Clifton Hill VIC 3068, Australia",ChIJs7ApegtD1moRo4vawBv_S6Y,12 Fenwick St Clifton Hill  VIC  3068             ,-37.7899251,145.0002669,1,3068,OK,premise
786,ROOFTOP,"12 Fergie St, Fitzroy North VIC 3068, Australia",ChIJz7exoRVD1moRjcokFD7sWRU,12 Fergie St Fitzroy North  VIC  3068             ,-37.785037,144.984623,1,3068,OK,street_address
787,ROOFTOP,"12 Fordham Ct, Richmond VIC 3121, Australia",ChIJu3q8b_JC1moR8VtqGDWKppI,12 Fordham Ct Richmond  VIC  3121                 ,-37.820426,144.995146,1,3121,OK,street_address
788,ROOFTOP,"12 Francis St, Richmond VIC 3121, Australia",ChIJw1haWvZC1moRcChbQoafnl0,12 Francis St Richmond  VIC  3121                 ,-37.819784,145.002991,1,3121,OK,street_address
789,ROOFTOP,"12 Fraser St, Richmond VIC 3121, Australia",ChIJO-GRY1hC1moR4z_xrS9R3N0,12 Fraser St Richmond  VIC  3121                  ,-37.819947,145.006224,1,3121,OK,street_address
790,ROOFTOP,"12 Garton St, Princes Hill VIC 3054, Australia",ChIJp-F3fjJD1moRG0j4mCY7Kf8,12 Garton St Princes Hill  VIC  3054              ,-37.7845781,144.9640876,1,3054,OK,premise
791,ROOFTOP,"12 Gipps St, Collingwood VIC 3066, Australia",ChIJgcgJn-FC1moRqhYPQlcpolo,12 Gipps St Collingwood  VIC  3066                ,-37.8043955,144.9873905,1,3066,OK,street_address
792,ROOFTOP,"12 Glasshouse St, Richmond VIC 3121, Australia",ChIJD4u2X1lC1moRWYHAtYEN6wA,12 Glasshouse St Richmond  VIC  3121              ,-37.8227226,145.0105609,1,3121,OK,street_address
793,ROOFTOP,"12 Gordon St, Clifton Hill VIC 3068, Australia",ChIJqYeHcA5D1moRXPfvXeubnQk,12 Gordon St Clifton Hill  VIC  3068              ,-37.79157,144.99621,1,3068,OK,street_address
794,ROOFTOP,"12 Groom St, Clifton Hill VIC 3068, Australia",ChIJ3T6B4w5D1moRzQ-ScFCc44c,12 Groom St Clifton Hill  VIC  3068               ,-37.793735,144.997912,1,3068,OK,street_address
795,ROOFTOP,"12 Hosie St, Richmond VIC 3121, Australia",ChIJO2V7k_ZC1moRWcKoiY3-Rfw,12 Hosie St Richmond  VIC  3121                   ,-37.8198605,145.0014689,1,3121,OK,street_address
796,ROOFTOP,"12 Hunter St, Richmond VIC 3121, Australia",ChIJW0B4gFhC1moRPg0VC_lPAE8,12 Hunter St Richmond  VIC  3121                  ,-37.819933,145.005384,1,3121,OK,street_address
797,ROOFTOP,"12 Johnson St, Richmond VIC 3121, Australia",ChIJ7bZ5Z_9C1moR8tZKK_foD8A,12 Johnson St Richmond  VIC  3121                 ,-37.811499,145.004895,1,3121,OK,street_address
798,ROOFTOP,"12 Kelso St, Cremorne VIC 3121, Australia",ChIJsWLJKJFC1moRhzvsgsMq9kM,12 Kelso St Cremorne  VIC  3121                   ,-37.8282513,144.9893028,1,3121,OK,premise
799,ROOFTOP,"12 Kent St, Richmond VIC 3121, Australia",ChIJlaTZ7PlC1moRZmXG2q34WKE,12 Kent St Richmond  VIC  3121                    ,-37.8147394,145.0007941,1,3121,OK,premise
800,ROOFTOP,"12 Khartoum St, Richmond VIC 3121, Australia",ChIJFTQIIlxC1moRTO0T_6Hf2zg,12 Khartoum St Richmond  VIC  3121                ,-37.8253484,145.0111692,1,3121,OK,street_address
801,ROOFTOP,"12 Kimber St, Richmond VIC 3121, Australia",ChIJI1YPTFxC1moR35jTICSHndo,12 Kimber St Richmond  VIC  3121                  ,-37.8267139,145.0125186,1,3121,OK,street_address
802,ROOFTOP,"12 King St, Fitzroy North VIC 3068, Australia",ChIJQ36v32lD1moR15gEmkUqohk,12 King St Fitzroy North  VIC  3068               ,-37.7761183,144.9831967,1,3068,OK,street_address
803,ROOFTOP,"12 Leslie St, Richmond VIC 3121, Australia",ChIJ1YY7v1VC1moRtf_Es7KHaDw,12 Leslie St Richmond  VIC  3121                  ,-37.812157,145.007024,1,3121,OK,street_address
804,ROOFTOP,"12 Lesney St, Richmond VIC 3121, Australia",ChIJAxQ-ioxC1moRSvmdtQRc2WM,12 Lesney St Richmond  VIC  3121                  ,-37.8269162,144.998599,1,3121,OK,premise
805,ROOFTOP,"12 Loughnan St, Richmond VIC 3121, Australia",ChIJfTK9Ie1C1moRMyVjLHFWDIE,12 Loughnan St Richmond  VIC  3121                ,-37.8212631,144.9917542,1,3121,OK,street_address
806,ROOFTOP,"12 Maugie St, Abbotsford VIC 3067, Australia",ChIJu05GbgVD1moRAgWEX01_NDw,12 Maugie St Abbotsford  VIC  3067                ,-37.796446,144.996215,1,3067,OK,street_address
807,ROOFTOP,"12 May St, Fitzroy North VIC 3068, Australia",ChIJbXCRxGlD1moRIXtphffO6NU,12 May St Fitzroy North  VIC  3068                ,-37.7759811,144.984046,1,3068,OK,street_address
808,ROOFTOP,"12 Michael St, Fitzroy North VIC 3068, Australia",ChIJwX-ruxND1moRkpddlrJrsdE,12 Michael St Fitzroy North  VIC  3068            ,-37.787653,144.990559,1,3068,OK,street_address
809,ROOFTOP,"12 Miles St, Richmond VIC 3121, Australia",ChIJq28_p-1C1moR4Jqjy3SCO44,12 Miles St Richmond  VIC  3121                   ,-37.820092,144.992451,1,3121,OK,street_address
810,ROOFTOP,"12 Mitchell St, Richmond VIC 3121, Australia",ChIJ6YzP4F5C1moRQvEiqDRcpZI,12 Mitchell St Richmond  VIC  3121                ,-37.8245069,145.008306,1,3121,OK,street_address
811,ROOFTOP,"12 Mollison St, Abbotsford VIC 3067, Australia",ChIJ9xYPIv1C1moROmcewikG9yw,12 Mollison St Abbotsford  VIC  3067              ,-37.806961,144.995579,1,3067,OK,street_address
812,ROOFTOP,"12 Moore St, Richmond VIC 3121, Australia",ChIJjyqXKFxC1moReBI4tRB21jg,12 Moore St Richmond  VIC  3121                   ,-37.8259792,145.0109848,1,3121,OK,premise
813,ROOFTOP,"12 Muir St, Richmond VIC 3121, Australia",ChIJq61C-O5C1moRmzr2HYIeh2M,12 Muir St Richmond  VIC  3121                    ,-37.815668,144.991469,1,3121,OK,street_address
814,ROOFTOP,"12 Napier St, Fitzroy VIC 3065, Australia",ChIJk0iZwdxC1moREXCzAFyNNZE,12 Napier St Fitzroy  VIC  3065                   ,-37.80772,144.979349,1,3065,OK,street_address
815,ROOFTOP,"12 North Terrace, Clifton Hill VIC 3068, Australia",ChIJsZV7HxJD1moRpPcCv6JttE8,12 North Tce Clifton Hill  VIC  3068              ,-37.7898192,144.9928748,1,3068,OK,premise
816,ROOFTOP,"12 Ogrady St, Carlton North VIC 3054, Australia",ChIJkYgjoCVD1moRcBxPt77u7zI,12 O'Grady St Carlton North  VIC  3054            ,-37.790543,144.973594,1,3054,OK,street_address
817,ROOFTOP,"12 Ogrady St, Clifton Hill VIC 3068, Australia",ChIJqzFbywxD1moRo9jITuoH1hg,12 O'Grady St Clifton Hill  VIC  3068             ,-37.787223,144.998111,1,3068,OK,street_address
818,ROOFTOP,"12 Park Parade, Fitzroy North VIC 3068, Australia",ChIJaezGdhRD1moRAl3yfcINk5k,12 Park Pde Fitzroy North  VIC  3068              ,-37.786877,144.988388,1,3068,OK,street_address
819,ROOFTOP,"12 Paterson St, Abbotsford VIC 3067, Australia",ChIJz9sTNgFD1moR7OY5v7ysqHU,12 Paterson St Abbotsford  VIC  3067              ,-37.802486,145.001117,1,3067,OK,street_address
820,ROOFTOP,"12 Peers St, Richmond VIC 3121, Australia",ChIJqYcr9O9C1moR6SRTWvOwpSw,12 Peers St Richmond  VIC  3121                   ,-37.8136101,144.9931868,1,3121,OK,premise
821,ROOFTOP,"12 Risley St, Richmond VIC 3121, Australia",ChIJtxpuK_pC1moRiWuUTlBPp7A,12 Risley St Richmond  VIC  3121                  ,-37.813353,144.999457,1,3121,OK,street_address
822,ROOFTOP,"12 Robert St, Collingwood VIC 3066, Australia",ChIJFdxrauFC1moRni2WgjR1ztQ,12 Robert St Collingwood  VIC  3066               ,-37.8056534,144.9875793,1,3066,OK,street_address
823,ROOFTOP,"12 Roemer Cres, Alphington VIC 3078, Australia",ChIJ9ddKt_ND1moRC7up3BvhIcs,12 Roemer Cres Alphington  VIC  3078              ,-37.78611,145.03098,1,3078,OK,street_address
824,ROOFTOP,"12 Rooney St, Richmond VIC 3121, Australia",ChIJdRYh-4pC1moR-sYVqI8HPgk,12 Rooney St Richmond  VIC  3121                  ,-37.827942,145.003134,1,3121,OK,street_address
825,ROOFTOP,"12 Scotchmer St, Fitzroy North VIC 3068, Australia",ChIJPVai2T5D1moR8kaXz1HeL1U,12 Scotchmer St Fitzroy North  VIC  3068          ,-37.782906,144.978583,1,3068,OK,street_address
826,ROOFTOP,"12 Smith St, Collingwood VIC 3066, Australia",ChIJvd14ft1C1moRA_xOZLigg0I,12 Smith St Collingwood  VIC  3066                ,-37.8079612,144.9829122,1,3066,OK,premise
827,ROOFTOP,"12 South Terrace, Clifton Hill VIC 3068, Australia",ChIJDSW4SxBD1moR8fOUyxLmJg4,12 South Tce Clifton Hill  VIC  3068              ,-37.7923785,144.9926703,1,3068,OK,street_address
828,ROOFTOP,"12 St Georges Rd, Fitzroy North VIC 3068, Australia",ChIJC2fKjiRD1moRqymUx9SpcGU,12 St Georges Rd Fitzroy North  VIC  3068         ,-37.7912012,144.9766082,1,3068,OK,premise
829,ROOFTOP,"12 St Gothards Rd, Alphington VIC 3078, Australia",ChIJw-hXjfZD1moRiLOvqE6l4RA,12 St Gothards Rd Alphington  VIC  3078           ,-37.7835035,145.034158,1,3078,OK,premise
830,ROOFTOP,"12 Stanley St, Richmond VIC 3121, Australia",ChIJ7eCar_JC1moRi4HOi8HmvpY,12 Stanley St Richmond  VIC  3121                 ,-37.8228065,144.9947685,1,3121,OK,premise
831,ROOFTOP,"12 Stawell St, Richmond VIC 3121, Australia",ChIJiSaSjllC1moRH6HEcQPCcfw,12 Stawell St Richmond  VIC  3121                 ,-37.8207758,145.0103069,1,3121,OK,premise
832,ROOFTOP,"12 The Esplanade, Clifton Hill VIC 3068, Australia",ChIJIY9_3J9D1moRiM4t7HzrvnM,12 The Esplanade Clifton Hill  VIC  3068          ,-37.7882306,145.005744,1,3068,OK,premise
833,ROOFTOP,"12 Thomas St, Richmond VIC 3121, Australia",ChIJAQ2BT_BC1moRatIL1m_7Heg,12 Thomas St Richmond  VIC  3121                  ,-37.8162078,144.9959557,1,3121,OK,street_address
834,ROOFTOP,"12 Turner St, Abbotsford VIC 3067, Australia",ChIJiWVDMgRD1moReIfdsDGry4k,12 Turner St Abbotsford  VIC  3067                ,-37.7992529,144.9989433,1,3067,OK,premise
835,ROOFTOP,"12 Tyson St, Richmond VIC 3121, Australia",ChIJISV8N5NC1moRvtXBCq6I8GM,12 Tyson St Richmond  VIC  3121                   ,-37.8223896,144.9903604,1,3121,OK,street_address
836,ROOFTOP,"12 Vesper St, Richmond VIC 3121, Australia",ChIJzxs_6VtC1moRDyLSTfmzjZs,12 Vesper St Richmond  VIC  3121                  ,-37.8234198,145.0116981,1,3121,OK,street_address
837,ROOFTOP,"12 Waltham St, Richmond VIC 3121, Australia",ChIJFdxfKfJC1moREkQgLJchHa8,12 Waltham St Richmond  VIC  3121                 ,-37.8195142,144.9965761,1,3121,OK,premise
838,ROOFTOP,"12 William St, Abbotsford VIC 3067, Australia",ChIJ3W2WZ_xC1moRSHBQrl4wuXI,12 William St Abbotsford  VIC  3067               ,-37.809166,144.997563,1,3067,OK,street_address
839,ROOFTOP,"12 Wilson St, Princes Hill VIC 3054, Australia",ChIJ4xdT9DFD1moRpW9mIUtXpK0,12 Wilson St Princes Hill  VIC  3054              ,-37.784838,144.966778,1,3054,OK,street_address
840,ROOFTOP,"12 Yarra Bank Ct, Abbotsford VIC 3067, Australia",ChIJcz_-EwJD1moRvHEBOn466-k,12 Yarra Bank Ct Abbotsford  VIC  3067            ,-37.805111,144.9986959,1,3067,OK,premise
841,ROOFTOP,"12 Yarra St, Abbotsford VIC 3067, Australia",ChIJIf-m1xxD1moRgjQKG1FdjsU,12 Yarra St Abbotsford  VIC  3067                 ,-37.8018022,144.9936495,1,3067,OK,premise
842,ROOFTOP,"12-14 Como St, Alphington VIC 3078, Australia",ChIJt47VcfZD1moRzekjHBkju1c,12-14 Como St Alphington  VIC  3078               ,-37.7819679,145.0334891,1,3078,OK,street_address
843,ROOFTOP,"12-14 John St, Fitzroy VIC 3065, Australia",ChIJR61BINlC1moR7Y1Nkz8Pq6c,12-14 John St Fitzroy  VIC  3065                  ,-37.8008389,144.9764255,1,3065,OK,street_address
844,ROOFTOP,"12-14 River St, Richmond VIC 3121, Australia",ChIJ11iidlFC1moReqVa4dZ1J98,12-14 River St Richmond  VIC  3121                ,-37.8164348,145.0132487,1,3121,OK,street_address
845,ROOFTOP,"12-14 St David St, Fitzroy VIC 3065, Australia",ChIJSwRdPN9C1moRS734b7dIPys,12-14 St David St Fitzroy  VIC  3065              ,-37.800817,144.978833,1,3065,OK,street_address
846,ROOFTOP,"12-16 Peel St, Collingwood VIC 3066, Australia",ChIJXVRPueBC1moRkvVQJNHJ9aY,12-16 Peel St Collingwood  VIC  3066              ,-37.8049304,144.98431,1,3066,OK,street_address
847,ROOFTOP,"12-18 Old Heidelberg Rd, Alphington VIC 3078, Australia",ChIJGzdDRwhE1moR0N7WuOfhX-c,12-18 Old Heidelberg Rd Alphington  VIC  3078     ,-37.7801918,145.03652,1,3078,OK,street_address
848,RANGE_INTERPOLATED,"12 Taplin St, Fitzroy North VIC 3068, Australia",Ei8xMiBUYXBsaW4gU3QsIEZpdHpyb3kgTm9ydGggVklDIDMwNjgsIEF1c3RyYWxpYSIaEhgKFAoSCb0jnrFqQ9ZqEcl_v0X_SqE4EAw,12-20 Taplin St Fitzroy North  VIC  3068          ,-37.782405,144.9841754,1,3068,OK,street_address
849,ROOFTOP,"12-22 Rupert St, Collingwood VIC 3066, Australia",ChIJCbM2IORC1moR9MtAtUUHtaQ,12-22 Rupert St Collingwood  VIC  3066            ,-37.808541,144.9888688,1,3066,OK,street_address
850,ROOFTOP,"12/134 Cambridge St, Collingwood VIC 3066, Australia",EjUxMiwgMTM0IENhbWJyaWRnZSBTdCwgQ29sbGluZ3dvb2QgVklDIDMwNjYsIEF1c3RyYWxpYSIeGhwKFgoUChIJP4wRAuFC1moRE9cM7YnDM7QSAjEy,12/134 Cambridge St Collingwood  VIC  3066        ,-37.8043502,144.9860169,1,3066,OK,subpremise
851,ROOFTOP,"12/170 Oxford St, Collingwood VIC 3066, Australia",EjIxMiwgMTcwIE94Zm9yZCBTdCwgQ29sbGluZ3dvb2QgVklDIDMwNjYsIEF1c3RyYWxpYSIeGhwKFgoUChIJp_twN-BC1moRpEW85uYp0-ISAjEy,12/170 Oxford St Collingwood  VIC  3066           ,-37.8024249,144.9853044,1,3066,OK,subpremise
852,ROOFTOP,"12/176-178 Lennox St, Richmond VIC 3121, Australia",EjMxMiwgMTc2LTE3OCBMZW5ub3ggU3QsIFJpY2htb25kIFZJQyAzMTIxLCBBdXN0cmFsaWEiHhocChYKFAoSCcPHtgDyQtZqEfIEViXasZRQEgIxMg,12/176-178 Lennox St Richmond  VIC  3121          ,-37.818773,144.994298,1,3121,OK,subpremise
853,ROOFTOP,"12/271 Bridge Rd, Richmond VIC 3121, Australia",Ei8xMiwgMjcxIEJyaWRnZSBSZCwgUmljaG1vbmQgVklDIDMxMjEsIEF1c3RyYWxpYSIeGhwKFgoUChIJzaTaIvFC1moRqZ94lpitZ_USAjEy,12/271 Bridge Rd Richmond  VIC  3121              ,-37.818137,144.9984951,1,3121,OK,subpremise
854,ROOFTOP,"12/4 Tullo Pl, Richmond VIC 3121, Australia",EiwxMiwgNCBUdWxsbyBQbCwgUmljaG1vbmQgVklDIDMxMjEsIEF1c3RyYWxpYSIeGhwKFgoUChIJS_fstPZC1moRbSyyu1SxgA0SAjEy,12/4 Tullo Pl Richmond  VIC  3121                 ,-37.819156,144.999713,1,3121,OK,subpremise
855,ROOFTOP,"12/55-59 Moor St, Fitzroy VIC 3065, Australia",Ei4xMiwgNTUtNTkgTW9vciBTdCwgRml0enJveSBWSUMgMzA2NSwgQXVzdHJhbGlhIh4aHAoWChQKEgn9-7Mi2ULWahHaW_NqPkZgAxICMTI,12/55-59 Moor St Fitzroy  VIC  3065               ,-37.8013144,144.9763916,1,3065,OK,subpremise
856,ROOFTOP,"Unit 12/64 Balmain St, Cremorne VIC 3121, Australia",ChIJnxPvnZpC1moRxFkVUV2xVmU,12/64 Balmain St Cremorne  VIC  3121              ,-37.8319442,144.9924599,1,3121,OK,street_address
857,ROOFTOP,"12/82 Trenerry Cres, Abbotsford VIC 3067, Australia",EjQxMiwgODIgVHJlbmVycnkgQ3JlcywgQWJib3RzZm9yZCBWSUMgMzA2NywgQXVzdHJhbGlhIh4aHAoWChQKEglddGa4BUPWahGqvPJoUbZa8xICMTI,12/82 Trenerry Cres Abbotsford  VIC  3067         ,-37.7979304,144.9981836,1,3067,OK,subpremise
858,ROOFTOP,"120 Arnold St, Princes Hill VIC 3054, Australia",ChIJzc5F6DND1moRyA7hUwAGeXI,120 Arnold St Princes Hill  VIC  3054             ,-37.781881,144.965667,1,3054,OK,street_address
859,ROOFTOP,"120 Bridge Rd, Richmond VIC 3121, Australia",ChIJz3wCAe5C1moRaX68fXqeJMA,120 Bridge Rd Richmond  VIC  3121                 ,-37.818173,144.99406,1,3121,OK,street_address
860,ROOFTOP,"120 Buckingham St, Richmond VIC 3121, Australia",ChIJaZLaJlZC1moR8IcwwfmYSNw,120 Buckingham St Richmond  VIC  3121             ,-37.814527,145.0054427,1,3121,OK,premise
861,ROOFTOP,"120 Burnley St, Richmond VIC 3121, Australia",ChIJm-G4BFdC1moRBLIwgwvXNjs,120 Burnley St Richmond  VIC  3121                ,-37.816715,145.0086388,1,3121,OK,premise
862,ROOFTOP,"120 Charles St, Abbotsford VIC 3067, Australia",ChIJ5YmqmAJD1moRqGnk6P4KzG4,120 Charles St Abbotsford  VIC  3067              ,-37.804618,144.995585,1,3067,OK,street_address
863,ROOFTOP,"120 Coppin St, Richmond VIC 3121, Australia",ChIJ_x5gzvVC1moRZnFKc_6EXDY,120 Coppin St Richmond  VIC  3121                 ,-37.822164,145.003009,1,3121,OK,street_address
864,ROOFTOP,"120 Gertrude St, Fitzroy VIC 3065, Australia",ChIJBbaDh9xC1moRPcSbDv8ohdU,120 Gertrude St Fitzroy  VIC  3065                ,-37.8060519,144.9782003,1,3065,OK,street_address
865,ROOFTOP,"120 Gore St, Fitzroy VIC 3065, Australia",ChIJaxbLCd5C1moRZVgW4j__cJ4,120 Gore St Fitzroy  VIC  3065                    ,-37.80502,144.982217,1,3065,OK,street_address
866,ROOFTOP,"120 Highett St, Richmond VIC 3121, Australia",ChIJseDMYfBC1moRg0pCy175uJk,120 Highett St Richmond  VIC  3121                ,-37.8157095,144.9968988,1,3121,OK,street_address
867,ROOFTOP,"120 Hoddle St, Abbotsford VIC 3067, Australia",ChIJuUSfluJC1moRgqf4j6K_ix4,120 Hoddle St Abbotsford  VIC  3067               ,-37.804755,144.992537,1,3067,OK,street_address
868,ROOFTOP,"120 Holden St, Fitzroy North VIC 3068, Australia",ChIJ4agwiGpD1moRkzGbQkI5z-Q,120 Holden St Fitzroy North  VIC  3068            ,-37.779873,144.984071,1,3068,OK,street_address
869,ROOFTOP,"120 Johnston St, Fitzroy VIC 3065, Australia",ChIJsfoGvSBD1moR3Dh-SXEXwOY,120 Johnston St Fitzroy  VIC  3065                ,-37.798557,144.97894,1,3065,OK,street_address
870,ROOFTOP,"120 Keele St, Collingwood VIC 3066, Australia",ChIJAUE4oRtD1moRobZRzicbcGI,120 Keele St Collingwood  VIC  3066               ,-37.797397,144.991226,1,3066,OK,street_address
871,ROOFTOP,"120 Langridge St, Collingwood VIC 3066, Australia",ChIJgYoP4-NC1moRvZVb3FEzfwU,120 Langridge St Collingwood  VIC  3066           ,-37.8067762,144.9889397,1,3066,OK,street_address
872,ROOFTOP,"120 Lord St, Richmond VIC 3121, Australia",ChIJSTT3nvVC1moRmQNHd7ebOGQ,120 Lord St Richmond  VIC  3121                   ,-37.824004,145.00415,1,3121,OK,street_address
873,ROOFTOP,"120 Mcilwraith St, Princes Hill VIC 3054, Australia",ChIJz6VKLjFD1moRR3sUSUxXCLU,120 Mcilwraith St Princes Hill  VIC  3054         ,-37.7822617,144.9687449,1,3054,OK,premise
