EstimatedDate,,,,,,,,,,,,
1850-1890,,,,,,,,,,,,
1870-1890,,,,,,,,,,,,
1850-1900,,,,,,,,,,,,
1870-1900,,,,,,,,,,,,
1980-1990,,,,,,,,,,,,
1990-2000,,,,,,,,,,,,
1900-1915,,,,,,,,,,,,
1925-1930,,,,,,,,,,,,
1880-1915,,,,,,,,,,,,
1860-1890,,,,,,,,,,,,
1915-1925,,,,,,,,,,,,
1890-1910,,,,,,,,,,,,
1850-1870,,,,,,,,,,,,
1910-1925,,,,,,,,,,,,
1910-1915,,,,,,,,,,,,
1890-1900,,,,,,,,,,,,
1930-1940,,,,,,,,,,,,
1870-1980,,,,,,,,,,,,
1935-1940,,,,,,,,,,,,
1880-1925?,,,,,,,,,,,,
1870-1880,,,,,,,,,,,,
1941,,,,,,,,,,,,
1960-1970,,,,,,,,,,,,
1980-2000,,,,,,,,,,,,
Unknown,,,,,,,,,,,,
1870-1890?,,,,,,,,,,,,
1970-1980,,,,,,,,,,,,
1870-1930?,,,,,,,,,,,,
1950-1960,,,,,,,,,,,,
1920-1925,,,,,,,,,,,,
1860-1880,,,,,,,,,,,,
1909,,,,,,,,,,,,
unknown,,,,,,,,,,,,
"1838-, 1930s",,,,,,,,,,,,
1863-,,,,,,,,,,,,
1890-1900?,,,,,,,,,,,,
1850-1860,,,,,,,,,,,,
1860-1870,,,,,,,,,,,,
1850-1890?,,,,,,,,,,,,
1880-1890,,,,,,,,,,,,
1870-1925?,,,,,,,,,,,,
1920-1940,,,,,,,,,,,,
1925-1935,,,,,,,,,,,,
1870-1920?,,,,,,,,,,,,
1893,,,,,,,,,,,,
1885,,,,,,,,,,,,
1915,,,,,,,,,,,,
1884,,,,,,,,,,,,
1878,,,,,,,,,,,,
1915-1935,,,,,,,,,,,,
1880-1900,,,,,,,,,,,,
1871,,,,,,,,,,,,
1876,,,,,,,,,,,,
1910-1920,,,,,,,,,,,,
1850-1880,,,,,,,,,,,,
1850-1910,,,,,,,,,,,,
1916-,,,,,,,,,,,,
1913-,,,,,,,,,,,,
1900-1925,,,,,,,,,,,,
"1880-1890,",,,,,,,,,,,,
1890-1920,,,,,,,,,,,,
1870-1910,,,,,,,,,,,,
1920-1930,,,,,,,,,,,,
1900-1915?,,,,,,,,,,,,
1935-1955,,,,,,,,,,,,
1905-1915,,,,,,,,,,,,
1870-1900?,,,,,,,,,,,,
1900-1905,,,,,,,,,,,,
1850-1920?,,,,,,,,,,,,
1925-1935?,,,,,,,,,,,,
1873,,,,,,,,,,,,
1860-1880?,,,,,,,,,,,,
1860-1920,,,,,,,,,,,,
1911-,,,,,,,,,,,,
1870-1872,,,,,,,,,,,,
1877,,,,,,,,,,,,
1870,,,,,,,,,,,,
1900-1990?,,,,,,,,,,,,
1920-1935,,,,,,,,,,,,
1907,,,,,,,,,,,,
1915-1925?,,,,,,,,,,,,
1900-2000,,,,,,,,,,,,
1912,,,,,,,,,,,,
1865,,,,,,,,,,,,
1867,,,,,,,,,,,,
1861,,,,,,,,,,,,
1880-1910?,,,,,,,,,,,,
1900-1925?,,,,,,,,,,,,
1885-86,,,,,,,,,,,,
1896,,,,,,,,,,,,
1870-1930,,,,,,,,,,,,
1905-1915?,,,,,,,,,,,,
1915-2000,,,,,,,,,,,,
1880-1930,,,,,,,,,,,,
"1914, 1960",,,,,,,,,,,,
1880-1920,,,,,,,,,,,,
1890-1905,,,,,,,,,,,,
1888,,,,,,,,,,,,
1870-1910?,,,,,,,,,,,,
1880-1910,,,,,,,,,,,,
1890-1930?,,,,,,,,,,,,
1920,,,,,,,,,,,,
1870-1883,,,,,,,,,,,,
1898-1910,,,,,,,,,,,,
1883-1914,,,,,,,,,,,,
1883-1917,,,,,,,,,,,,
1903,,,,,,,,,,,,
1940-1954,,,,,,,,,,,,
1950-1970,,,,,,,,,,,,
1930-1940?,,,,,,,,,,,,
1940-1950,,,,,,,,,,,,
1970c,,,,,,,,,,,,
1970-1980 1982,,,,,,,,,,,,
1880-1890?,,,,,,,,,,,,
2000-2010,,,,,,,,,,,,
1980-1990?,,,,,,,,,,,,
1930-1950,,,,,,,,,,,,
1990-2000?,,,,,,,,,,,,
1970-1990,,,,,,,,,,,,
1940-1955,,,,,,,,,,,,
1989,,,,,,,,,,,,
1983,,,,,,,,,,,,
1960-1980,,,,,,,,,,,,
1970-1980?,,,,,,,,,,,,
1935-1950,,,,,,,,,,,,
1960-2000,,,,,,,,,,,,
1930-1990,,,,,,,,,,,,
1990-200,,,,,,,,,,,,
1940-1960,,,,,,,,,,,,
1960-1970?,,,,,,,,,,,,
1960-1990,,,,,,,,,,,,
1930-1950?,,,,,,,,,,,,
1935-1990,,,,,,,,,,,,
2004,,,,,,,,,,,,
1925-1940,,,,,,,,,,,,
1985-1990,,,,,,,,,,,,
2002,,,,,,,,,,,,
1915-1930,,,,,,,,,,,,
1925-1990,,,,,,,,,,,,
1972-,,,,,,,,,,,,
1929-,,,,,,,,,,,,
1940-1950?,,,,,,,,,,,,
1920-2000,,,,,,,,,,,,
1960-1990?,,,,,,,,,,,,
1950-1980,,,,,,,,,,,,
1995-2005,,,,,,,,,,,,
2005,,,,,,,,,,,,
1920-1935?,,,,,,,,,,,,
1992,,,,,,,,,,,,
2007,,,,,,,,,,,,
2012,,,,,,,,,,,,
1960s,,,,,,,,,,,,
1911,,,,,,,,,,,,
1897,,,,,,,,,,,,
1902?,,,,,,,,,,,,
1908,,,,,,,,,,,,
1934,,,,,,,,,,,,
1911c,,,,,,,,,,,,
1872c,,,,,,,,,,,,
1889,,,,,,,,,,,,
1880,,,,,,,,,,,,
1870-1915,,,,,,,,,,,,
1853-,,,,,,,,,,,,
1918,,,,,,,,,,,,
1932,,,,,,,,,,,,
1937,,,,,,,,,,,,
1851-,,,,,,,,,,,,
1914,,,,,,,,,,,,
1879,,,,,,,,,,,,
1960-1980?,,,,,,,,,,,,
1923,,,,,,,,,,,,
1900-1910,,,,,,,,,,,,
1939,,,,,,,,,,,,
1850-1860?,,,,,,,,,,,,
1870-1925,,,,,,,,,,,,
1871-1873,,,,,,,,,,,,
1936,,,,,,,,,,,,
1864-5,,,,,,,,,,,,
1901-1902,,,,,,,,,,,,
1891,,,,,,,,,,,,
1869-72,,,,,,,,,,,,
1869-,,,,,,,,,,,,
1874,,,,,,,,,,,,
1859,,,,,,,,,,,,
1862-,,,,,,,,,,,,
1929,,,,,,,,,,,,
1900-1920,,,,,,,,,,,,
1887,,,,,,,,,,,,
1860-1930,,,,,,,,,,,,
1880-2000,,,,,,,,,,,,
1854,,,,,,,,,,,,
1864?,,,,,,,,,,,,
1872,,,,,,,,,,,,
1859-1862,,,,,,,,,,,,
1948 (1888 part),,,,,,,,,,,,
"1924-, 1935-55",,,,,,,,,,,,
1869-1874,,,,,,,,,,,,
1916,,,,,,,,,,,,
1898,,,,,,,,,,,,
1881-1888,,,,,,,,,,,,
1991-,,,,,,,,,,,,
1926,,,,,,,,,,,,
1910-2000,,,,,,,,,,,,
"1928-1934, 1905",,,,,,,,,,,,
1972,,,,,,,,,,,,
1886-1935,,,,,,,,,,,,
1929-1931,,,,,,,,,,,,
1868,,,,,,,,,,,,
1862,,,,,,,,,,,,
1927-,,,,,,,,,,,,
1895-1910,,,,,,,,,,,,
"1925, 1935",,,,,,,,,,,,
1990-1996,,,,,,,,,,,,
1850s-,,,,,,,,,,,,
1863,,,,,,,,,,,,
1858-,,,,,,,,,,,,
"1881, 1888",,,,,,,,,,,,
1920s,,,,,,,,,,,,
1883-1913,,,,,,,,,,,,
1883/84,,,,,,,,,,,,
1881,,,,,,,,,,,,
1866-67,,,,,,,,,,,,
1858,,,,,,,,,,,,
1855-,,,,,,,,,,,,
1866-1875-,,,,,,,,,,,,
1892,,,,,,,,,,,,
1858-1881,,,,,,,,,,,,
1844-,,,,,,,,,,,,
1854-1856,,,,,,,,,,,,
1854-1857,,,,,,,,,,,,
1854-1858,,,,,,,,,,,,
1854-1859,,,,,,,,,,,,
1854-1860,,,,,,,,,,,,
1854-1861,,,,,,,,,,,,
1854-1862,,,,,,,,,,,,
1854-1863,,,,,,,,,,,,
1854-1864,,,,,,,,,,,,
1850-1865,,,,,,,,,,,,
1869-1875,,,,,,,,,,,,
1866-84,,,,,,,,,,,,
1873-1890,,,,,,,,,,,,
1886-1887,,,,,,,,,,,,
1850-1887,,,,,,,,,,,,
1887-1890,,,,,,,,,,,,
1889-90,,,,,,,,,,,,
1910,,,,,,,,,,,,
1856,,,,,,,,,,,,
1882,,,,,,,,,,,,
"1908, 1953-4, 1990s",,,,,,,,,,,,
"18,731,913",,,,,,,,,,,,
1886,,,,,,,,,,,,
1861-,,,,,,,,,,,,
"1873, 1890",,,,,,,,,,,,
"1873, 1913",,,,,,,,,,,,
1935,,,,,,,,,,,,
1928,,,,,,,,,,,,
1928-1960,,,,,,,,,,,,
1924c,,,,,,,,,,,,
1920-1922,,,,,,,,,,,,
1879-1930,,,,,,,,,,,,
1999,,,,,,,,,,,,
1950-2010,,,,,,,,,,,,
1920-2010,,,,,,,,,,,,
1890-1910?,,,,,,,,,,,,
